crash_id,crash_datetime,crash_date,latitude,longitude,n_crash_reports,contains_fatality_words,contains_pedestrian_words,contains_matatu_words,contains_motorcycle_words,hour,month,year,day_of_week,severity,road_user_type
735,2018-02-20 11:18:00,2018-02-20,-1.298795,36.76884,1,0,0,0,0,11,2,2018,Tuesday,Non-Fatal,Other
736,2018-02-20 14:37:00,2018-02-20,-1.299818,36.836788,1,0,1,1,0,14,2,2018,Tuesday,Non-Fatal,Pedestrian
737,2018-02-20 14:56:00,2018-02-20,-1.273275,36.822873,1,0,0,0,0,14,2,2018,Tuesday,Non-Fatal,Other
739,2018-02-21 01:51:00,2018-02-21,-1.264145,36.747227,1,0,0,0,0,1,2,2018,Wednesday,Non-Fatal,Other
740,2018-02-21 04:42:00,2018-02-21,-1.259024,36.778396,1,0,0,0,1,4,2,2018,Wednesday,Non-Fatal,Motorcycle
741,2018-02-21 06:28:00,2018-02-21,-1.260327,36.718453,1,0,0,0,0,6,2,2018,Wednesday,Non-Fatal,Other
742,2018-02-21 13:51:00,2018-02-21,-1.297111,36.875544,1,0,0,0,0,13,2,2018,Wednesday,Non-Fatal,Other
743,2018-02-21 15:19:00,2018-02-21,-0.919362,36.610998,1,0,0,1,0,15,2,2018,Wednesday,Non-Fatal,Matatu
744,2018-02-21 16:03:00,2018-02-21,-1.477261,36.958287,1,0,0,0,0,16,2,2018,Wednesday,Non-Fatal,Other
745,2018-02-22 01:36:00,2018-02-22,-1.283285,36.785561,1,0,0,0,0,1,2,2018,Thursday,Non-Fatal,Other
749,2018-02-22 02:20:00,2018-02-22,-1.298715,36.760991,1,0,0,0,0,2,2,2018,Thursday,Non-Fatal,Other
750,2018-02-22 02:38:00,2018-02-22,-1.327582,36.691253,1,0,0,0,0,2,2,2018,Thursday,Non-Fatal,Other
751,2018-02-22 02:49:00,2018-02-22,-1.216943,36.894419,1,0,0,0,0,2,2,2018,Thursday,Non-Fatal,Other
752,2018-02-22 11:19:00,2018-02-22,0.202573,35.097086,1,0,0,0,0,11,2,2018,Thursday,Non-Fatal,Other
753,2018-02-22 13:12:00,2018-02-22,-1.298009,36.802431,1,0,0,0,0,13,2,2018,Thursday,Non-Fatal,Other
756,2018-02-23 02:13:00,2018-02-23,-1.265303,36.802556,1,0,0,0,0,2,2,2018,Friday,Non-Fatal,Other
757,2018-02-23 03:27:00,2018-02-23,-1.289111,36.827475,1,0,0,0,0,3,2,2018,Friday,Non-Fatal,Other
758,2018-02-23 04:40:00,2018-02-23,-1.262724,36.983443,1,0,0,0,0,4,2,2018,Friday,Non-Fatal,Other
759,2018-02-23 09:14:00,2018-02-23,-1.292623,36.779097,1,0,0,0,0,9,2,2018,Friday,Non-Fatal,Other
760,2018-02-23 10:35:00,2018-02-23,-1.259747,36.78845,1,0,0,0,0,10,2,2018,Friday,Non-Fatal,Other
761,2018-02-23 12:28:00,2018-02-23,-1.28663,36.835286,1,0,0,0,0,12,2,2018,Friday,Non-Fatal,Other
762,2018-02-23 15:03:00,2018-02-23,-1.03818,37.079278,1,0,0,0,0,15,2,2018,Friday,Non-Fatal,Other
763,2018-02-23 15:04:00,2018-02-23,-0.47454,36.291564,1,0,0,0,0,15,2,2018,Friday,Non-Fatal,Other
764,2018-02-23 15:56:00,2018-02-23,-1.218893,36.892208,1,0,0,1,0,15,2,2018,Friday,Non-Fatal,Matatu
765,2018-02-23 21:14:00,2018-02-23,-1.319292,36.837924,1,0,0,0,0,21,2,2018,Friday,Non-Fatal,Other
766,2018-02-24 03:50:00,2018-02-24,-1.218893,36.892208,1,0,0,0,0,3,2,2018,Saturday,Non-Fatal,Other
767,2018-02-24 06:18:00,2018-02-24,-1.188995,36.930823,1,0,0,0,0,6,2,2018,Saturday,Non-Fatal,Other
768,2018-02-24 08:44:00,2018-02-24,-1.331725,36.888135,1,0,0,0,0,8,2,2018,Saturday,Non-Fatal,Other
769,2018-02-24 10:26:00,2018-02-24,-1.329883,36.870701,1,0,0,0,0,10,2,2018,Saturday,Non-Fatal,Other
770,2018-02-24 15:49:00,2018-02-24,-1.265772,36.858716,1,0,0,0,0,15,2,2018,Saturday,Non-Fatal,Other
773,2018-02-26 00:36:00,2018-02-26,-1.312506,36.81604,1,0,0,0,0,0,2,2018,Monday,Non-Fatal,Other
775,2018-02-26 02:27:00,2018-02-26,-1.323213,36.802306,1,0,1,0,0,2,2,2018,Monday,Non-Fatal,Pedestrian
776,2018-02-26 02:36:00,2018-02-26,-1.2341507,36.8729868,1,0,0,0,0,2,2,2018,Monday,Non-Fatal,Other
777,2018-02-26 07:47:00,2018-02-26,-1.292342,36.8429,1,0,0,1,0,7,2,2018,Monday,Non-Fatal,Matatu
778,2018-02-26 14:55:00,2018-02-26,-1.266714,36.834694,1,0,0,0,0,14,2,2018,Monday,Non-Fatal,Other
783,2018-02-27 04:47:00,2018-02-27,-1.259591,36.785698,1,0,0,0,0,4,2,2018,Tuesday,Non-Fatal,Other
784,2018-02-27 07:20:00,2018-02-27,-1.333851,36.751725,1,0,0,0,0,7,2,2018,Tuesday,Non-Fatal,Other
785,2018-02-27 10:58:00,2018-02-27,-1.32856015,36.880783,1,1,0,0,0,10,2,2018,Tuesday,Fatal,Other
786,2018-02-27 17:47:00,2018-02-27,-1.280825,36.822972,1,1,0,0,0,17,2,2018,Tuesday,Fatal,Other
789,2018-02-28 06:11:00,2018-02-28,-1.276917,36.807179,1,0,0,0,0,6,2,2018,Wednesday,Non-Fatal,Other
790,2018-02-28 12:24:00,2018-02-28,-1.307721,36.819305,1,0,0,0,0,12,2,2018,Wednesday,Non-Fatal,Other
791,2018-02-28 12:29:00,2018-02-28,-1.325894,36.848591,1,0,0,0,0,12,2,2018,Wednesday,Non-Fatal,Other
792,2018-02-28 13:09:00,2018-02-28,-1.249795,36.862071,1,0,0,0,0,13,2,2018,Wednesday,Non-Fatal,Other
793,2018-02-28 18:19:00,2018-02-28,-1.132937,36.974417,1,0,0,0,0,18,2,2018,Wednesday,Non-Fatal,Other
794,2018-03-01 01:19:00,2018-03-01,-1.244991,36.86694635,1,0,0,0,0,1,3,2018,Thursday,Non-Fatal,Other
795,2018-03-01 01:51:00,2018-03-01,-1.260580886,36.8023376,1,0,0,0,0,1,3,2018,Thursday,Non-Fatal,Other
796,2018-03-01 02:34:00,2018-03-01,-1.327561,36.852158,1,0,0,0,0,2,3,2018,Thursday,Non-Fatal,Other
797,2018-03-01 03:14:00,2018-03-01,-1.248111,36.863457,1,0,0,0,0,3,3,2018,Thursday,Non-Fatal,Other
798,2018-03-01 03:20:00,2018-03-01,-2.599949,38.066876,1,0,0,0,0,3,3,2018,Thursday,Non-Fatal,Other
799,2018-03-01 03:29:00,2018-03-01,-1.283333,36.823575,1,0,0,0,0,3,3,2018,Thursday,Non-Fatal,Other
800,2018-03-01 07:36:00,2018-03-01,-1.323225,36.844359,1,0,0,0,0,7,3,2018,Thursday,Non-Fatal,Other
801,2018-03-01 10:37:00,2018-03-01,-1.256647,36.81326,1,0,0,0,0,10,3,2018,Thursday,Non-Fatal,Other
802,2018-03-01 11:25:00,2018-03-01,-0.522637,36.328483,1,0,0,0,0,11,3,2018,Thursday,Non-Fatal,Other
803,2018-03-01 12:07:00,2018-03-01,1.257331,35.170798,1,0,0,0,0,12,3,2018,Thursday,Non-Fatal,Other
805,2018-03-01 15:14:00,2018-03-01,-1.259942,36.843874,1,0,0,0,0,15,3,2018,Thursday,Non-Fatal,Other
806,2018-03-01 16:05:00,2018-03-01,-1.311294,36.849614,1,0,0,0,0,16,3,2018,Thursday,Non-Fatal,Other
807,2018-03-01 16:28:00,2018-03-01,-1.233515,36.874662,1,0,0,0,0,16,3,2018,Thursday,Non-Fatal,Other
808,2018-03-01 16:58:00,2018-03-01,-1.379238,36.927857,1,0,0,0,0,16,3,2018,Thursday,Non-Fatal,Other
809,2018-03-02 01:05:00,2018-03-02,-1.166799,36.963381,1,0,0,0,0,1,3,2018,Friday,Non-Fatal,Other
810,2018-03-02 01:15:00,2018-03-02,-1.244991,36.86694635,1,0,0,0,0,1,3,2018,Friday,Non-Fatal,Other
813,2018-03-02 03:06:00,2018-03-02,-1.25810665,36.70126405,1,0,0,0,0,3,3,2018,Friday,Non-Fatal,Other
814,2018-03-02 03:36:00,2018-03-02,-1.2341507,36.8729868,1,0,0,0,0,3,3,2018,Friday,Non-Fatal,Other
815,2018-03-02 03:39:00,2018-03-02,-1.188995,36.930823,1,0,0,0,1,3,3,2018,Friday,Non-Fatal,Motorcycle
816,2018-03-02 03:44:00,2018-03-02,-1.260283,36.710522,1,0,0,0,0,3,3,2018,Friday,Non-Fatal,Other
817,2018-03-02 04:24:00,2018-03-02,-1.28150075,36.82264503,1,0,0,0,0,4,3,2018,Friday,Non-Fatal,Other
818,2018-03-02 04:26:00,2018-03-02,-1.024195,37.066605,1,0,0,0,0,4,3,2018,Friday,Non-Fatal,Other
819,2018-03-02 04:58:00,2018-03-02,-1.3250091,36.8489146,1,0,0,0,0,4,3,2018,Friday,Non-Fatal,Other
820,2018-03-02 05:17:00,2018-03-02,-1.226239,36.884136,1,0,0,0,0,5,3,2018,Friday,Non-Fatal,Other
823,2018-03-02 14:01:00,2018-03-02,-0.758794,35.015255,1,1,0,0,0,14,3,2018,Friday,Fatal,Other
824,2018-03-02 15:28:00,2018-03-02,-1.329589,36.855695,1,0,0,0,0,15,3,2018,Friday,Non-Fatal,Other
826,2018-03-03 01:21:00,2018-03-03,-1.3296904,36.8709943,1,0,0,0,0,1,3,2018,Saturday,Non-Fatal,Other
827,2018-03-03 08:08:00,2018-03-03,-1.256155,36.855219,1,0,0,0,0,8,3,2018,Saturday,Non-Fatal,Other
828,2018-03-03 10:23:00,2018-03-03,-1.239072,36.870218,1,0,0,0,0,10,3,2018,Saturday,Non-Fatal,Other
831,2018-03-03 13:57:00,2018-03-03,-1.491415,37.057589,1,0,0,0,0,13,3,2018,Saturday,Non-Fatal,Other
833,2018-03-03 15:03:00,2018-03-03,-1.293812,36.761477,1,0,0,0,0,15,3,2018,Saturday,Non-Fatal,Other
836,2018-03-03 22:16:00,2018-03-03,-1.323311714,36.89959526,1,0,0,0,0,22,3,2018,Saturday,Non-Fatal,Other
837,2018-03-04 06:56:00,2018-03-04,-0.642348,36.387224,1,0,0,0,0,6,3,2018,Sunday,Non-Fatal,Other
838,2018-03-04 08:26:00,2018-03-04,-1.2713378,36.9971707,1,0,0,0,0,8,3,2018,Sunday,Non-Fatal,Other
840,2018-03-04 10:23:00,2018-03-04,-1.277424,37.138624,1,1,0,1,0,10,3,2018,Sunday,Fatal,Matatu
841,2018-03-04 11:15:00,2018-03-04,-1.756556,37.20397,1,0,0,0,0,11,3,2018,Sunday,Non-Fatal,Other
842,2018-03-04 11:38:00,2018-03-04,-0.756446,37.280878,1,0,0,0,1,11,3,2018,Sunday,Non-Fatal,Motorcycle
845,2018-03-04 14:04:00,2018-03-04,-1.318455,36.715857,1,0,0,0,1,14,3,2018,Sunday,Non-Fatal,Motorcycle
848,2018-03-04 17:51:00,2018-03-04,-1.266998,36.799005,1,0,0,0,0,17,3,2018,Sunday,Non-Fatal,Other
849,2018-03-05 02:18:00,2018-03-05,-1.132937,36.974417,1,0,0,0,0,2,3,2018,Monday,Non-Fatal,Other
852,2018-03-05 11:51:00,2018-03-05,-1.260772,36.842033,1,0,0,0,0,11,3,2018,Monday,Non-Fatal,Other
853,2018-03-05 12:15:00,2018-03-05,-1.146884,36.963056,1,0,0,0,0,12,3,2018,Monday,Non-Fatal,Other
856,2018-03-05 13:18:00,2018-03-05,-0.908159,37.207246,1,0,0,0,0,13,3,2018,Monday,Non-Fatal,Other
858,2018-03-05 13:27:00,2018-03-05,-1.262401,36.865998,1,0,0,0,0,13,3,2018,Monday,Non-Fatal,Other
860,2018-03-05 13:40:00,2018-03-05,-1.033104,37.074411,1,0,0,0,0,13,3,2018,Monday,Non-Fatal,Other
862,2018-03-05 14:23:00,2018-03-05,-1.238015,36.843981,1,0,0,0,0,14,3,2018,Monday,Non-Fatal,Other
863,2018-03-05 14:25:00,2018-03-05,-1.297619,36.829782,1,0,0,0,0,14,3,2018,Monday,Non-Fatal,Other
867,2018-03-05 17:22:00,2018-03-05,-1.2627803,36.76434337,1,0,0,0,0,17,3,2018,Monday,Non-Fatal,Other
870,2018-03-06 04:18:00,2018-03-06,-1.325422,36.848129,1,0,0,0,0,4,3,2018,Tuesday,Non-Fatal,Other
872,2018-03-06 11:07:00,2018-03-06,-1.244991,36.86694635,1,1,1,0,0,11,3,2018,Tuesday,Fatal,Pedestrian
874,2018-03-06 12:43:00,2018-03-06,-1.338221,36.773224,1,0,0,0,0,12,3,2018,Tuesday,Non-Fatal,Other
875,2018-03-06 12:48:00,2018-03-06,-1.218893,36.892208,1,0,0,0,0,12,3,2018,Tuesday,Non-Fatal,Other
876,2018-03-06 13:10:00,2018-03-06,-1.356237,36.762057,1,0,0,0,0,13,3,2018,Tuesday,Non-Fatal,Other
877,2018-03-06 15:12:00,2018-03-06,-1.2381,36.843986,1,0,0,0,0,15,3,2018,Tuesday,Non-Fatal,Other
880,2018-03-06 16:50:00,2018-03-06,-1.260772,36.842033,1,0,0,0,0,16,3,2018,Tuesday,Non-Fatal,Other
883,2018-03-06 18:23:00,2018-03-06,-1.329519,36.873866,1,0,0,0,0,18,3,2018,Tuesday,Non-Fatal,Other
884,2018-03-07 01:52:00,2018-03-07,-1.330846,36.857742,1,0,0,0,0,1,3,2018,Wednesday,Non-Fatal,Other
887,2018-03-07 09:41:00,2018-03-07,-0.804893,36.532016,1,0,0,0,0,9,3,2018,Wednesday,Non-Fatal,Other
889,2018-03-07 12:11:00,2018-03-07,-1.323311714,36.89959526,1,0,0,0,0,12,3,2018,Wednesday,Non-Fatal,Other
891,2018-03-08 00:42:00,2018-03-08,-1.024195,37.066605,1,0,0,0,0,0,3,2018,Thursday,Non-Fatal,Other
892,2018-03-08 01:09:00,2018-03-08,-1.005675,37.078928,1,0,0,0,0,1,3,2018,Thursday,Non-Fatal,Other
893,2018-03-08 01:50:00,2018-03-08,-1.323638,36.899686,1,0,0,0,0,1,3,2018,Thursday,Non-Fatal,Other
894,2018-03-08 03:38:00,2018-03-08,-1.32856015,36.880783,1,0,0,0,1,3,3,2018,Thursday,Non-Fatal,Motorcycle
895,2018-03-08 04:55:00,2018-03-08,-1.205178,36.915715,1,0,0,0,0,4,3,2018,Thursday,Non-Fatal,Other
899,2018-03-08 12:45:00,2018-03-08,-1.375827,36.924115,1,1,0,0,0,12,3,2018,Thursday,Fatal,Other
900,2018-03-08 14:30:00,2018-03-08,-1.2632265,36.7649484,1,0,0,0,0,14,3,2018,Thursday,Non-Fatal,Other
901,2018-03-08 16:52:00,2018-03-08,-1.329926,36.870701,1,0,0,0,0,16,3,2018,Thursday,Non-Fatal,Other
905,2018-03-09 09:22:00,2018-03-09,-1.2381,36.843986,1,0,0,0,0,9,3,2018,Friday,Non-Fatal,Other
906,2018-03-09 09:53:00,2018-03-09,-0.940806,36.620745,1,0,0,0,0,9,3,2018,Friday,Non-Fatal,Other
907,2018-03-09 10:14:00,2018-03-09,-1.205178,36.915715,1,0,0,0,0,10,3,2018,Friday,Non-Fatal,Other
914,2018-03-09 13:08:00,2018-03-09,-1.364719,36.911405,1,0,0,0,0,13,3,2018,Friday,Non-Fatal,Other
915,2018-03-09 13:39:00,2018-03-09,-1.260268,36.770931,1,0,0,0,0,13,3,2018,Friday,Non-Fatal,Other
917,2018-03-09 14:00:00,2018-03-09,-1.292914,36.819315,1,0,0,1,0,14,3,2018,Friday,Non-Fatal,Matatu
918,2018-03-09 21:05:00,2018-03-09,-1.325628,36.848603,1,0,0,0,0,21,3,2018,Friday,Non-Fatal,Other
921,2018-03-10 04:54:00,2018-03-10,-1.370163,36.917689,1,0,0,0,0,4,3,2018,Saturday,Non-Fatal,Other
923,2018-03-10 05:43:00,2018-03-10,-1.283051,36.824175,1,0,0,0,1,5,3,2018,Saturday,Non-Fatal,Motorcycle
927,2018-03-10 14:24:00,2018-03-10,-1.3218,36.707906,1,0,0,0,0,14,3,2018,Saturday,Non-Fatal,Other
928,2018-03-11 04:04:00,2018-03-11,-1.280731,36.964065,1,0,0,0,0,4,3,2018,Sunday,Non-Fatal,Other
930,2018-03-11 11:10:00,2018-03-11,-1.237493,36.666526,1,0,0,0,0,11,3,2018,Sunday,Non-Fatal,Other
933,2018-03-11 16:49:00,2018-03-11,-1.182002,36.937491,1,0,0,0,0,16,3,2018,Sunday,Non-Fatal,Other
935,2018-03-12 03:50:00,2018-03-12,-1.31435665,36.8079547,1,0,0,0,0,3,3,2018,Monday,Non-Fatal,Other
936,2018-03-12 04:04:00,2018-03-12,-1.255847525,36.69535614,1,0,0,0,0,4,3,2018,Monday,Non-Fatal,Other
941,2018-03-13 03:37:00,2018-03-13,-1.460948,36.964113,1,0,0,0,0,3,3,2018,Tuesday,Non-Fatal,Other
948,2018-03-13 05:20:00,2018-03-13,-1.067715,37.051005,1,0,0,0,0,5,3,2018,Tuesday,Non-Fatal,Other
951,2018-03-13 14:25:00,2018-03-13,-1.219589,36.891494,1,0,0,0,0,14,3,2018,Tuesday,Non-Fatal,Other
953,2018-03-13 15:27:00,2018-03-13,-1.211206,36.906606,1,0,0,0,0,15,3,2018,Tuesday,Non-Fatal,Other
954,2018-03-13 16:01:00,2018-03-13,-1.299653,36.820883,1,0,0,0,0,16,3,2018,Tuesday,Non-Fatal,Other
956,2018-03-13 17:02:00,2018-03-13,-1.261931,36.873126,1,1,0,0,1,17,3,2018,Tuesday,Fatal,Motorcycle
958,2018-03-13 18:15:00,2018-03-13,-1.2627803,36.76434337,1,0,0,0,0,18,3,2018,Tuesday,Non-Fatal,Other
1133,2017-07-01 06:29:00,2017-07-01,-1.327731,36.852125,1,0,0,0,0,6,7,2017,Saturday,Non-Fatal,Other
1134,2017-07-01 08:40:00,2017-07-01,-1.292377,36.783475,1,0,0,0,0,8,7,2017,Saturday,Non-Fatal,Other
1135,2017-07-01 11:24:00,2017-07-01,-1.2639371,36.7578099,1,0,0,0,0,11,7,2017,Saturday,Non-Fatal,Other
1136,2017-07-01 21:15:00,2017-07-01,-1.203699,36.917122,1,1,0,0,0,21,7,2017,Saturday,Fatal,Other
1137,2017-07-02 13:06:00,2017-07-02,-1.292673,36.899085,1,0,0,1,0,13,7,2017,Sunday,Non-Fatal,Matatu
1138,2017-07-02 19:42:00,2017-07-02,-1.29991,36.824145,1,0,0,0,0,19,7,2017,Sunday,Non-Fatal,Other
1139,2017-07-03 06:20:00,2017-07-03,-1.234392,36.873671,1,0,0,0,0,6,7,2017,Monday,Non-Fatal,Other
1140,2017-07-03 20:52:00,2017-07-03,-1.2970144,36.8756581,1,0,0,1,0,20,7,2017,Monday,Non-Fatal,Matatu
1141,2017-07-04 07:53:00,2017-07-04,-1.233516,36.874734,1,0,0,0,0,7,7,2017,Tuesday,Non-Fatal,Other
1142,2017-07-04 08:57:00,2017-07-04,-1.20545,36.785959,1,0,0,0,0,8,7,2017,Tuesday,Non-Fatal,Other
1143,2017-07-04 09:45:00,2017-07-04,-1.2447019,36.8668032,1,0,0,0,0,9,7,2017,Tuesday,Non-Fatal,Other
1144,2017-07-04 18:43:00,2017-07-04,-1.319188,36.86533,1,0,0,0,1,18,7,2017,Tuesday,Non-Fatal,Motorcycle
1145,2017-07-04 20:17:00,2017-07-04,-1.233677,36.874532,1,0,0,0,0,20,7,2017,Tuesday,Non-Fatal,Other
1146,2017-07-05 07:08:00,2017-07-05,-1.28666,36.835242,1,0,0,0,0,7,7,2017,Wednesday,Non-Fatal,Other
1147,2017-07-05 13:52:00,2017-07-05,-1.3311921,36.8885687,1,0,0,0,0,13,7,2017,Wednesday,Non-Fatal,Other
1148,2017-07-05 17:47:00,2017-07-05,-1.2184363,36.8914368,1,0,0,1,0,17,7,2017,Wednesday,Non-Fatal,Matatu
1149,2017-07-06 05:23:00,2017-07-06,-1.244783,36.8668542,1,1,0,0,0,5,7,2017,Thursday,Fatal,Other
1150,2017-07-06 18:24:00,2017-07-06,-1.3242318,36.7018934,1,0,0,0,0,18,7,2017,Thursday,Non-Fatal,Other
1151,2017-07-06 18:37:00,2017-07-06,-1.2184363,36.8914368,1,0,0,0,0,18,7,2017,Thursday,Non-Fatal,Other
1152,2017-07-06 22:35:00,2017-07-06,-1.329878,36.870853,1,0,0,0,0,22,7,2017,Thursday,Non-Fatal,Other
1153,2017-07-07 09:00:00,2017-07-07,-1.260694,36.716837,1,0,0,0,0,9,7,2017,Friday,Non-Fatal,Other
1154,2017-07-07 17:23:00,2017-07-07,-1.248708,36.863189,1,0,0,0,0,17,7,2017,Friday,Non-Fatal,Other
1155,2017-07-07 17:54:00,2017-07-07,-1.294364,36.78753,1,0,0,0,0,17,7,2017,Friday,Non-Fatal,Other
1156,2017-07-07 19:39:00,2017-07-07,-1.382143,36.770575,1,0,0,0,1,19,7,2017,Friday,Non-Fatal,Motorcycle
1157,2017-07-08 16:13:00,2017-07-08,-1.329905,36.870861,1,0,0,0,0,16,7,2017,Saturday,Non-Fatal,Other
1158,2017-07-08 20:53:00,2017-07-08,-1.364074,36.910642,1,0,0,0,0,20,7,2017,Saturday,Non-Fatal,Other
1159,2017-07-08 21:00:00,2017-07-08,-1.259973674,36.84342063,1,0,0,0,0,21,7,2017,Saturday,Non-Fatal,Other
1160,2017-07-08 21:52:00,2017-07-08,-1.0244849,37.0672917,1,0,0,0,0,21,7,2017,Saturday,Non-Fatal,Other
1161,2017-07-09 01:34:00,2017-07-09,-1.420035,36.953928,1,1,0,0,0,1,7,2017,Sunday,Fatal,Other
1162,2017-07-09 07:19:00,2017-07-09,-1.2184363,36.8914368,1,0,0,0,0,7,7,2017,Sunday,Non-Fatal,Other
1163,2017-07-09 12:13:00,2017-07-09,-1.285990699,36.81832394,1,0,0,0,0,12,7,2017,Sunday,Non-Fatal,Other
1164,2017-07-09 20:08:00,2017-07-09,-1.225723658,36.88494832,1,0,0,0,0,20,7,2017,Sunday,Non-Fatal,Other
1165,2017-07-09 21:29:00,2017-07-09,-1.218436267,36.89143683,1,0,0,0,0,21,7,2017,Sunday,Non-Fatal,Other
1166,2017-07-10 06:23:00,2017-07-10,-1.169939,36.641335,1,0,0,0,0,6,7,2017,Monday,Non-Fatal,Other
1167,2017-07-10 06:25:00,2017-07-10,-1.218436267,36.89143683,1,0,0,0,0,6,7,2017,Monday,Non-Fatal,Other
1168,2017-07-10 07:35:00,2017-07-10,-1.278615,36.821314,1,0,0,0,0,7,7,2017,Monday,Non-Fatal,Other
1169,2017-07-10 07:42:00,2017-07-10,-1.30912,36.860767,1,0,0,0,0,7,7,2017,Monday,Non-Fatal,Other
1170,2017-07-10 08:52:00,2017-07-10,-1.203704,36.917063,1,0,0,0,0,8,7,2017,Monday,Non-Fatal,Other
1171,2017-07-10 10:31:00,2017-07-10,-1.234376,36.670686,1,0,0,0,0,10,7,2017,Monday,Non-Fatal,Other
1172,2017-07-11 06:20:00,2017-07-11,-1.255847525,36.69535614,1,0,0,0,0,6,7,2017,Tuesday,Non-Fatal,Other
1173,2017-07-11 06:53:00,2017-07-11,-1.2568653,36.85500857,1,0,0,0,0,6,7,2017,Tuesday,Non-Fatal,Other
1174,2017-07-11 08:11:00,2017-07-11,-1.233366,36.874555,1,0,0,0,0,8,7,2017,Tuesday,Non-Fatal,Other
1175,2017-07-11 11:28:00,2017-07-11,-1.393383,36.939303,1,0,0,0,0,11,7,2017,Tuesday,Non-Fatal,Other
1176,2017-07-11 16:18:00,2017-07-11,-1.417547,36.9517764,1,0,0,0,0,16,7,2017,Tuesday,Non-Fatal,Other
1177,2017-07-11 17:40:00,2017-07-11,-1.180398,36.644306,1,0,0,0,0,17,7,2017,Tuesday,Non-Fatal,Other
1178,2017-07-11 20:17:00,2017-07-11,-1.3632057,36.764584,1,1,0,0,0,20,7,2017,Tuesday,Fatal,Other
1179,2017-07-12 06:21:00,2017-07-12,-1.260772,36.842033,1,0,0,0,0,6,7,2017,Wednesday,Non-Fatal,Other
1180,2017-07-12 08:59:00,2017-07-12,-1.292773,36.804511,1,0,0,0,0,8,7,2017,Wednesday,Non-Fatal,Other
1181,2017-07-12 11:17:00,2017-07-12,-1.25887,36.78039,1,0,0,0,0,11,7,2017,Wednesday,Non-Fatal,Other
1182,2017-07-12 17:26:00,2017-07-12,-1.244263,36.86747,1,0,0,0,0,17,7,2017,Wednesday,Non-Fatal,Other
1183,2017-07-12 17:33:00,2017-07-12,-1.188995,36.930823,1,0,0,0,0,17,7,2017,Wednesday,Non-Fatal,Other
1184,2017-07-12 18:22:00,2017-07-12,-1.205178,36.915715,1,0,0,0,0,18,7,2017,Wednesday,Non-Fatal,Other
1185,2017-07-12 18:28:00,2017-07-12,-1.29251,36.781708,1,0,0,0,0,18,7,2017,Wednesday,Non-Fatal,Other
1186,2017-07-12 18:47:00,2017-07-12,-1.379238,36.927857,1,0,0,0,0,18,7,2017,Wednesday,Non-Fatal,Other
1187,2017-07-12 21:32:00,2017-07-12,-1.182002,36.937491,1,0,0,1,0,21,7,2017,Wednesday,Non-Fatal,Matatu
1188,2017-07-13 08:22:00,2017-07-13,-1.024099,37.066766,1,0,0,0,0,8,7,2017,Thursday,Non-Fatal,Other
1189,2017-07-13 09:06:00,2017-07-13,-1.284369,36.83115,1,0,0,0,0,9,7,2017,Thursday,Non-Fatal,Other
1190,2017-07-13 10:56:00,2017-07-13,-1.331381,36.888581,1,0,0,0,0,10,7,2017,Thursday,Non-Fatal,Other
1191,2017-07-13 15:04:00,2017-07-13,-1.364553,36.911256,1,0,0,0,0,15,7,2017,Thursday,Non-Fatal,Other
1192,2017-07-13 17:58:00,2017-07-13,-1.274509,36.81225,1,0,0,1,0,17,7,2017,Thursday,Non-Fatal,Matatu
1193,2017-07-13 18:25:00,2017-07-13,-1.33052,36.866298,1,0,0,0,0,18,7,2017,Thursday,Non-Fatal,Other
1194,2017-07-13 21:12:00,2017-07-13,-1.136765,36.970913,1,0,0,0,0,21,7,2017,Thursday,Non-Fatal,Other
1195,2017-07-14 05:17:00,2017-07-14,-1.35951,36.907839,1,0,0,0,0,5,7,2017,Friday,Non-Fatal,Other
1196,2017-07-14 09:52:00,2017-07-14,-1.265922,36.853626,1,0,0,0,0,9,7,2017,Friday,Non-Fatal,Other
1197,2017-07-14 13:09:00,2017-07-14,-1.188995,36.930823,1,0,0,0,0,13,7,2017,Friday,Non-Fatal,Other
1198,2017-07-14 13:57:00,2017-07-14,-1.290727,36.798554,1,0,0,0,0,13,7,2017,Friday,Non-Fatal,Other
1199,2017-07-14 14:14:00,2017-07-14,-1.331725,36.888135,1,0,0,0,0,14,7,2017,Friday,Non-Fatal,Other
1200,2017-07-14 16:03:00,2017-07-14,-1.226301,36.884109,1,0,0,0,0,16,7,2017,Friday,Non-Fatal,Other
1201,2017-07-14 17:35:00,2017-07-14,-1.364719,36.911405,1,0,0,0,0,17,7,2017,Friday,Non-Fatal,Other
1202,2017-07-14 17:41:00,2017-07-14,-1.35951,36.907839,1,0,0,0,0,17,7,2017,Friday,Non-Fatal,Other
1203,2017-07-14 18:20:00,2017-07-14,-1.257857,36.700906,1,0,0,0,0,18,7,2017,Friday,Non-Fatal,Other
1204,2017-07-15 19:43:00,2017-07-15,-1.271275,36.80748625,1,0,0,0,0,19,7,2017,Saturday,Non-Fatal,Other
1205,2017-07-15 20:51:00,2017-07-15,-1.295326,36.886314,1,0,0,0,0,20,7,2017,Saturday,Non-Fatal,Other
1206,2017-07-17 05:59:00,2017-07-17,-1.296583,36.87943,1,0,0,0,0,5,7,2017,Monday,Non-Fatal,Other
1207,2017-07-17 19:49:00,2017-07-17,-1.20397,36.916762,1,0,0,0,0,19,7,2017,Monday,Non-Fatal,Other
