crash_id,crash_datetime,crash_date,latitude,longitude,n_crash_reports,contains_fatality_words,contains_pedestrian_words,contains_matatu_words,contains_motorcycle_words
330,12/30/2017 13:55,12/30/2017,-1.340526,36.750785,1,0,0,0,0
331,12/30/2017 12:36,12/30/2017,-1.215277,36.81411,1,0,0,0,1
332,12/30/2017 11:24,12/30/2017,-0.982614,36.585946,1,0,0,0,0
333,12/31/2017 18:43,12/31/2017,-1.266714,36.834694,1,0,0,0,0
334,12/29/2017 16:49,12/29/2017,-1.172072333,36.94727033,1,0,0,0,0
335,12/31/2017 18:28,12/31/2017,-1.148356,36.666281,1,0,0,0,0
336,12/29/2017 15:14,12/29/2017,-1.294139,36.85129,1,0,0,0,0
337,12/29/2017 9:51,12/29/2017,-1.2063872,36.7826582,1,0,0,0,0
338,12/27/2017 20:06,12/27/2017,-1.223329,36.663619,1,0,0,0,0
339,12/27/2017 7:19,12/27/2017,-1.280537,36.964064,1,0,0,0,0
340,12/27/2017 6:41,12/27/2017,-1.286402,36.954277,1,0,0,0,0
341,12/31/2017 12:48,12/31/2017,-1.2627803,36.76434337,1,0,0,0,0
342,3/8/2018 21:53,3/8/2018,-1.330731,36.858072,1,0,0,0,0
343,3/8/2018 19:30,3/8/2018,-1.2630775,36.76395,1,0,0,0,0
344,3/8/2018 17:45,3/8/2018,-1.372301,36.920982,1,1,0,0,0
345,3/8/2018 9:55,3/8/2018,-1.204007,36.91671,1,0,0,0,0
346,3/8/2018 9:25,3/8/2018,-1.129606,36.98879,1,0,0,0,0
347,3/8/2018 9:06,3/8/2018,-1.133275,36.9728675,1,0,0,0,0
348,3/8/2018 8:42,3/8/2018,-1.326427,36.845333,1,0,0,0,0
349,3/8/2018 8:38,3/8/2018,-1.329161,36.875058,1,0,0,0,1
350,3/8/2018 7:46,3/8/2018,-0.96372,37.101413,1,0,0,0,0
351,3/8/2018 6:51,3/8/2018,-1.323638,36.899686,1,0,0,0,0
352,3/8/2018 5:42,3/8/2018,-1.024227,37.067013,1,0,0,0,0
353,3/7/2018 14:42,3/7/2018,-0.80577,36.532981,1,0,0,0,0
354,3/7/2018 6:52,3/7/2018,-1.3313255,36.858187,1,0,0,0,0
355,3/6/2018 21:50,3/6/2018,-1.259822,36.843626,1,0,0,0,0
356,3/6/2018 20:13,3/6/2018,-1.2365415,36.8439635,1,0,0,0,0
357,3/6/2018 18:11,3/6/2018,-1.355978,36.762093,1,0,0,0,0
358,3/6/2018 17:49,3/6/2018,-1.217865,36.891102,1,0,0,0,0
359,3/6/2018 17:44,3/6/2018,-1.33791,36.7734115,1,0,0,0,0
360,3/6/2018 16:08,3/6/2018,-1.2452305,36.8672055,1,1,1,0,0
361,3/5/2018 22:22,3/5/2018,-1.262585,36.764419,1,0,0,0,0
362,3/5/2018 19:25,3/5/2018,-1.297669,36.829802,1,0,0,0,0
363,3/5/2018 19:23,3/5/2018,-1.23831,36.844183,1,0,0,0,0
364,3/5/2018 19:09,3/5/2018,-0.820631,37.230048,1,1,0,0,0
365,3/5/2018 18:40,3/5/2018,-1.0314775,37.072629,1,0,0,0,0
366,3/5/2018 17:16,3/5/2018,-1.147258,36.962195,1,0,0,0,0
367,3/5/2018 16:52,3/5/2018,-1.26094,36.8419145,1,0,0,0,0
368,3/5/2018 9:51,3/5/2018,-1.297483,36.885942,1,0,0,0,0
369,3/5/2018 7:52,3/5/2018,-1.255109,36.85603,1,0,0,0,1
370,3/5/2018 7:19,3/5/2018,-1.132556,36.974469,1,0,0,0,0
371,3/5/2018 6:18,3/5/2018,-1.218141,36.891323,1,0,0,0,0
372,3/4/2018 22:51,3/4/2018,-0.946163,36.5952,1,0,0,0,0
373,3/4/2018 21:46,3/4/2018,-1.231323,36.877523,1,0,0,0,0
374,3/4/2018 19:52,3/4/2018,-0.983153,36.629137,1,0,0,0,0
375,3/4/2018 19:04,3/4/2018,-1.31832,36.715673,1,0,0,0,1
376,3/4/2018 16:16,3/4/2018,-1.759086,37.204824,1,0,0,0,0
377,3/4/2018 15:23,3/4/2018,-1.2773605,37.1386025,1,1,0,1,0
378,3/4/2018 13:27,3/4/2018,-1.283524,37.0884405,1,0,0,0,0
379,3/4/2018 3:17,3/4/2018,-1.323591,36.899168,1,0,0,0,0
380,3/3/2018 20:32,3/3/2018,-1.2452305,36.8669375,1,0,0,0,0
381,3/3/2018 20:03,3/3/2018,-1.2936685,36.761434,1,0,0,0,0
382,3/3/2018 15:23,3/3/2018,-1.238851,36.8703675,1,0,0,0,0
383,3/3/2018 13:08,3/3/2018,-1.255109,36.85603,1,0,0,0,0
384,3/3/2018 6:21,3/3/2018,-1.329661,36.8709855,1,0,0,0,0
385,3/2/2018 20:29,3/2/2018,-1.329158,36.8558415,1,0,0,0,0
386,3/12/2018 7:50,3/12/2018,-1.3147155,36.807772,1,0,0,0,0
387,3/2/2018 11:09,3/2/2018,-3.967212,39.751449,1,0,0,0,0
388,3/2/2018 10:17,3/2/2018,-1.226239,36.884136,1,0,0,0,0
389,3/2/2018 9:59,3/2/2018,-1.3248645,36.8489525,1,0,0,0,0
390,3/2/2018 9:26,3/2/2018,-1.024366,37.06715,1,0,0,0,0
391,3/2/2018 9:24,3/2/2018,-1.281179,36.8227415,1,0,0,0,0
392,3/2/2018 8:44,3/2/2018,-1.260353,36.710374,1,0,0,0,0
393,3/2/2018 8:39,3/2/2018,-1.18853,36.931316,1,0,0,0,1
394,3/2/2018 8:39,3/2/2018,-1.293739,36.79447,1,0,0,0,0
395,3/2/2018 8:37,3/2/2018,-1.234307,36.873819,1,0,0,0,0
396,3/2/2018 8:07,3/2/2018,-1.2580625,36.701882,1,0,0,0,0
397,3/2/2018 7:28,3/2/2018,-1.313624,36.812965,1,0,0,0,0
398,3/2/2018 6:16,3/2/2018,-1.245271,36.86693,1,0,0,0,0
399,3/2/2018 6:05,3/2/2018,-1.15892,36.958877,1,0,0,0,0
400,3/12/2018 6:53,3/12/2018,-1.353016,36.76265,1,0,0,1,0
401,3/11/2018 20:49,3/11/2018,-1.1816885,36.9374135,1,0,0,0,0
402,3/11/2018 15:11,3/11/2018,-1.237431,36.666493,1,0,0,0,0
403,3/10/2018 19:25,3/10/2018,-1.3218,36.707906,1,0,0,0,0
404,3/10/2018 10:43,3/10/2018,-1.283124,36.8241,1,0,0,0,1
405,3/10/2018 9:54,3/10/2018,-1.3704505,36.917312,1,0,0,0,0
406,3/10/2018 2:06,3/10/2018,-1.325168,36.848733,1,0,0,0,0
407,3/9/2018 18:40,3/9/2018,-1.2593065,36.769159,1,0,0,0,0
408,3/9/2018 18:08,3/9/2018,-1.364719,36.911405,1,0,0,0,0
409,3/9/2018 15:39,3/9/2018,-0.911002,36.608393,1,0,0,0,0
410,3/9/2018 15:14,3/9/2018,-1.2040115,36.9170915,1,0,0,0,0
411,3/9/2018 14:23,3/9/2018,-1.2343845,36.843559,1,0,0,0,0
412,1/1/2018 9:57,1/1/2018,-0.219508,35.735872,1,1,1,0,0
413,1/1/2018 10:48,1/1/2018,-1.129655,36.98873,1,0,0,0,0
414,1/1/2018 11:32,1/1/2018,-1.2700535,36.827981,1,0,0,0,0
415,1/1/2018 14:27,1/1/2018,-0.545242,37.448727,1,0,0,0,0
416,1/1/2018 14:34,1/1/2018,-1.454045,37.249402,1,0,0,0,0
417,1/2/2018 3:32,1/2/2018,-0.5452355,37.4487235,1,1,0,0,0
418,1/2/2018 7:34,1/2/2018,-1.3294465,36.855458,1,0,0,0,0
419,1/2/2018 8:22,1/2/2018,-1.532247,37.131536,1,0,0,0,0
420,1/2/2018 9:36,1/2/2018,-0.878493,36.5679615,1,0,0,0,0
421,1/2/2018 10:14,1/2/2018,-1.528871,37.127105,1,0,0,0,0
422,1/2/2018 11:28,1/2/2018,-1.71207,37.197089,1,0,0,1,0
423,1/2/2018 13:14,1/2/2018,-1.2922781,36.8431032,1,0,0,0,0
424,1/2/2018 15:39,1/2/2018,-1.528871,37.127105,1,0,0,0,0
425,1/3/2018 0:46,1/3/2018,-1.4609965,36.9640155,1,0,0,0,0
426,1/3/2018 2:19,1/3/2018,-1.274554,36.8121185,1,0,0,0,0
427,1/3/2018 4:20,1/3/2018,-0.284171,36.079145,1,0,0,1,0
428,1/3/2018 6:37,1/3/2018,-1.28022,36.818205,1,0,0,0,0
429,1/3/2018 7:14,1/3/2018,-1.392978,36.939005,1,0,0,0,0
430,1/3/2018 9:50,1/3/2018,-1.263344,36.8026505,1,0,0,0,0
431,1/3/2018 11:50,1/3/2018,-0.539501,37.43042,1,0,0,0,0
432,1/3/2018 12:12,1/3/2018,-1.442121,36.984374,1,0,0,0,0
433,1/3/2018 13:04,1/3/2018,-1.278276,36.907871,1,0,0,0,0
434,1/3/2018 16:05,1/3/2018,-1.316221,36.895251,1,0,0,0,0
435,1/3/2018 18:01,1/3/2018,-1.289914,36.948589,1,0,0,0,0
436,1/3/2018 18:08,1/3/2018,-1.291879,36.958839,1,1,0,0,0
437,1/4/2018 1:12,1/4/2018,-1.2337235,36.8744815,1,0,0,0,0
438,1/4/2018 2:27,1/4/2018,-1.265182,36.835912,1,0,0,0,0
439,1/4/2018 11:49,1/4/2018,-1.204443,36.916344,1,0,0,0,0
440,1/4/2018 11:54,1/4/2018,-1.2172035,36.8914875,1,0,0,0,0
441,1/4/2018 13:06,1/4/2018,0.654755,34.96843,1,1,0,0,0
442,1/4/2018 13:24,1/4/2018,-1.0395405,37.0615035,1,1,0,0,1
443,1/4/2018 13:39,1/4/2018,-1.259513,36.7859975,1,0,0,0,0
444,1/4/2018 14:05,1/4/2018,-1.806263,37.22213,1,0,0,0,0
445,1/5/2018 1:38,1/5/2018,-1.2699845,36.836543,1,0,0,1,0
446,1/5/2018 2:22,1/5/2018,-1.2473435,36.6812115,1,0,0,0,0
447,1/5/2018 12:38,1/5/2018,-0.4765414,37.5201183,1,0,0,0,0
448,1/5/2018 15:25,1/5/2018,-1.277045,36.669468,1,0,0,0,0
449,1/6/2018 5:20,1/6/2018,-4.032846,39.650282,1,0,0,0,0
450,1/6/2018 6:25,1/6/2018,-1.47919,37.041865,1,0,0,0,0
451,1/6/2018 12:55,1/6/2018,1.212922,35.049291,1,0,0,0,0
452,1/6/2018 13:31,1/6/2018,-3.246061,40.080903,1,0,0,0,1
453,1/6/2018 19:54,1/6/2018,-1.030738,37.883802,1,0,0,0,0
454,1/7/2018 9:28,1/7/2018,-1.265487,36.8027055,1,0,0,0,0
455,1/7/2018 10:50,1/7/2018,-1.2528008,36.95904725,1,0,0,0,0
456,1/7/2018 14:56,1/7/2018,-1.264198,36.743957,1,0,0,0,0
457,1/8/2018 2:27,1/8/2018,-1.2528008,36.95904725,1,0,0,0,0
458,1/8/2018 4:27,1/8/2018,-1.2628836,36.7644812,1,0,0,0,0
459,1/8/2018 10:19,1/8/2018,-0.804893,36.532016,1,0,0,0,0
460,1/8/2018 10:52,1/8/2018,0.443947,34.145808,1,0,0,0,0
461,1/8/2018 11:13,1/8/2018,-1.285867,36.818659,1,0,0,0,0
462,1/8/2018 15:04,1/8/2018,-1.2568653,36.85500857,1,0,0,0,0
463,1/9/2018 3:05,1/9/2018,-1.268388,36.785611,1,0,0,0,0
464,1/9/2018 3:22,1/9/2018,-1.265778,36.858748,1,0,0,0,0
465,1/9/2018 4:57,1/9/2018,-1.260811,36.794594,1,0,0,0,0
466,1/9/2018 5:42,1/9/2018,-1.03133,37.879974,1,0,0,0,0
467,1/9/2018 18:00,1/9/2018,-0.059345,36.528222,1,0,0,0,0
468,1/10/2018 5:52,1/10/2018,-1.271724,36.80824,1,0,0,0,1
469,1/10/2018 7:04,1/10/2018,-1.364719,36.911405,1,0,0,0,0
470,1/10/2018 10:47,1/10/2018,-1.244263,36.86747,1,0,0,0,0
471,1/10/2018 10:59,1/10/2018,-1.290043,36.776939,1,0,0,0,0
472,1/11/2018 3:06,1/11/2018,-1.331725,36.888135,1,0,0,0,0
473,1/11/2018 8:34,1/11/2018,-1.231202,36.877496,1,0,0,0,0
474,1/11/2018 8:46,1/11/2018,-1.23536,36.872436,1,0,0,0,0
475,1/11/2018 8:47,1/11/2018,0.127406,34.569727,1,0,0,0,0
476,1/11/2018 11:17,1/11/2018,-1.244991,36.86694635,1,0,0,0,0
477,1/11/2018 14:51,1/11/2018,-1.258519,36.846951,1,0,0,0,0
478,1/12/2018 1:34,1/12/2018,-1.258916,36.778375,1,0,0,0,0
479,1/12/2018 2:44,1/12/2018,-1.244991,36.86694635,1,0,0,0,1
480,1/12/2018 3:23,1/12/2018,-1.24529,36.769748,1,0,0,0,1
481,1/12/2018 6:14,1/12/2018,-1.2748234,36.82367725,1,0,0,0,0
482,1/12/2018 11:58,1/12/2018,-1.235069,36.671845,1,0,0,0,0
483,1/12/2018 12:01,1/12/2018,-1.2568653,36.85500857,1,0,0,0,0
484,1/12/2018 18:39,1/12/2018,-1.329589,36.855695,1,0,0,0,0
485,1/13/2018 4:36,1/13/2018,-1.292773,36.804511,1,0,0,0,0
486,1/13/2018 6:59,1/13/2018,-1.759493,37.204891,1,0,0,0,0
487,1/13/2018 7:41,1/13/2018,-1.269751,36.817475,1,0,0,0,1
488,1/13/2018 16:34,1/13/2018,-1.540766,36.940886,1,0,0,0,0
489,1/13/2018 18:15,1/13/2018,-1.262468,36.878737,1,0,0,0,0
490,1/14/2018 3:25,1/14/2018,-1.318755,36.836883,1,0,0,0,0
491,1/14/2018 11:32,1/14/2018,-1.227806,36.66455,1,0,0,0,0
492,1/14/2018 15:05,1/14/2018,-1.226783,36.883476,1,0,0,0,0
493,1/14/2018 19:07,1/14/2018,-1.322959,36.802706,1,0,0,0,0
494,1/15/2018 5:29,1/15/2018,-1.247801,36.864067,1,0,0,0,0
495,1/15/2018 13:35,1/15/2018,-1.299117,36.762598,1,0,0,0,0
496,1/15/2018 14:05,1/15/2018,-1.304699,36.826291,1,0,0,1,0
497,1/15/2018 15:37,1/15/2018,-1.149233,36.962258,1,0,0,0,0
498,1/17/2018 0:09,1/17/2018,-1.28119,36.816206,1,0,0,0,0
499,1/17/2018 1:35,1/17/2018,-1.297072,36.875667,1,0,0,1,0
500,1/17/2018 1:48,1/17/2018,-1.345364,36.9024745,1,0,0,0,0
501,1/17/2018 3:56,1/17/2018,-1.319396,36.838183,1,0,0,0,1
502,1/17/2018 5:04,1/17/2018,-1.2520115,36.859948,1,0,0,0,0
503,1/17/2018 5:24,1/17/2018,-1.208293,36.797669,1,0,0,0,0
504,1/17/2018 15:33,1/17/2018,-1.330498267,36.86528483,1,0,0,0,0
505,1/18/2018 1:31,1/18/2018,-1.314103,36.811811,1,0,1,0,0
506,1/18/2018 1:53,1/18/2018,-1.345364,36.9024745,1,0,0,0,0
507,1/18/2018 3:02,1/18/2018,-1.244355,36.763237,1,0,0,0,0
508,1/18/2018 6:15,1/18/2018,-1.23083,36.803733,1,0,0,1,0
509,1/18/2018 13:18,1/18/2018,-1.2568653,36.85500857,1,0,0,0,0
510,1/19/2018 1:01,1/19/2018,-1.330498267,36.86528483,1,0,0,0,0
511,1/19/2018 2:00,1/19/2018,-1.275943,36.794446,1,0,0,0,0
512,1/19/2018 3:29,1/19/2018,-1.195805,36.83829,1,0,0,0,0
513,1/19/2018 4:30,1/19/2018,-1.146884,36.963056,1,0,0,0,0
514,1/19/2018 9:40,1/19/2018,-1.243518,36.792308,1,0,0,0,0
515,1/19/2018 14:48,1/19/2018,-1.275559,36.823098,1,1,0,0,0
516,1/20/2018 2:59,1/20/2018,-1.329883,36.870701,1,0,0,0,0
517,1/20/2018 7:33,1/20/2018,-1.289982,36.77015,1,0,0,1,0
518,1/20/2018 15:25,1/20/2018,-1.312662,36.815829,1,0,0,0,0
519,1/21/2018 1:31,1/21/2018,-1.19333,36.83991,1,0,0,0,0
520,1/21/2018 6:33,1/21/2018,-1.238261,36.791692,1,0,0,0,0
521,1/21/2018 6:54,1/21/2018,-0.993281,36.600642,1,0,0,0,0
522,1/21/2018 10:31,1/21/2018,-1.298312,36.800746,1,0,0,0,0
523,1/22/2018 1:31,1/22/2018,-1.260772,36.842033,1,0,0,0,0
524,1/22/2018 2:48,1/22/2018,-1.274509,36.81225,1,0,0,0,0
525,1/22/2018 3:03,1/22/2018,-1.297704,36.815106,1,0,0,0,0
526,1/22/2018 7:43,1/22/2018,-1.296581,36.862069,1,0,0,1,0
527,1/22/2018 9:55,1/22/2018,-0.17224,34.919915,1,0,0,0,0
528,1/22/2018 13:03,1/22/2018,-1.287208,36.836845,1,0,0,0,0
529,1/23/2018 2:48,1/23/2018,-1.244926,36.866824,1,0,0,0,0
530,1/23/2018 3:09,1/23/2018,-1.319398,36.907067,1,0,0,0,1
531,1/23/2018 3:45,1/23/2018,-1.024282,37.066765,1,0,0,0,0
532,1/23/2018 12:44,1/23/2018,-1.287221,36.836724,1,0,0,1,0
533,1/23/2018 20:30,1/23/2018,-0.108477,34.770007,1,1,0,0,0
534,1/24/2018 1:44,1/24/2018,-1.250179253,36.78524739,1,0,0,0,0
535,1/24/2018 2:36,1/24/2018,-1.177642,36.94145,1,0,0,0,0
536,1/24/2018 3:33,1/24/2018,-1.247105,36.664765,1,0,0,0,0
537,1/24/2018 16:06,1/24/2018,-1.2567115,36.8788075,1,1,0,0,0
538,1/24/2018 16:16,1/24/2018,-1.330498267,36.86528483,1,0,0,0,0
539,1/25/2018 1:29,1/25/2018,-1.303779,36.825997,1,0,0,1,0
540,1/25/2018 2:43,1/25/2018,-1.261628,36.725739,1,0,0,0,0
541,1/25/2018 9:43,1/25/2018,-1.230962,36.877893,1,0,0,0,0
542,1/25/2018 10:09,1/25/2018,-1.244991,36.86694635,1,0,0,0,0
543,1/25/2018 11:36,1/25/2018,-1.325526,36.794473,1,0,0,0,0
546,1/25/2018 13:18,1/25/2018,-1.229704,36.804086,1,0,0,0,0
548,1/25/2018 13:22,1/25/2018,-1.2063872,36.7826582,1,0,0,0,0
549,1/26/2018 1:30,1/26/2018,-1.33125,36.860951,1,0,0,0,0
550,1/26/2018 2:43,1/26/2018,-1.364553,36.911256,1,0,0,0,0
553,1/26/2018 4:16,1/26/2018,-1.333195,36.716208,1,0,0,0,0
554,1/26/2018 6:52,1/26/2018,-1.205178,36.915715,1,0,0,0,0
555,1/26/2018 8:54,1/26/2018,-1.29009,36.828015,1,0,0,1,0
556,1/26/2018 9:11,1/26/2018,-1.185698,36.906691,1,0,0,0,0
557,1/26/2018 9:25,1/26/2018,-4.006696,39.580571,1,0,0,0,0
559,1/27/2018 1:48,1/27/2018,-1.244991,36.86694635,1,0,0,1,0
560,1/27/2018 3:44,1/27/2018,-1.329589,36.855695,1,0,0,1,0
561,1/27/2018 7:32,1/27/2018,-1.331725,36.888135,1,0,0,0,0
563,1/27/2018 15:50,1/27/2018,-1.334757,36.778351,1,0,0,0,0
564,1/27/2018 21:28,1/27/2018,-1.260858,36.713524,1,0,0,0,0
565,1/28/2018 8:16,1/28/2018,-1.204107,36.916781,1,1,0,0,0
567,1/29/2018 1:25,1/29/2018,-1.30022,36.768128,1,0,0,0,0
569,1/29/2018 1:51,1/29/2018,-1.249218,36.862657,1,0,0,0,0
571,1/29/2018 4:03,1/29/2018,-1.249843,36.821157,1,0,0,0,0
572,1/29/2018 11:00,1/29/2018,-1.269787,36.817481,1,0,0,0,0
573,1/29/2018 13:25,1/29/2018,-1.266714,36.834694,1,0,0,0,0
574,1/29/2018 15:27,1/29/2018,-1.25946,36.77551,1,0,0,0,0
575,1/29/2018 15:30,1/29/2018,-1.307088,36.819724,1,0,0,0,0
576,1/30/2018 1:24,1/30/2018,-1.266401,36.83449,1,0,0,0,0
577,1/30/2018 1:51,1/30/2018,-1.326338,36.845565,1,0,0,0,0
584,1/30/2018 11:31,1/30/2018,-1.172072333,36.94727033,1,0,0,0,0
585,1/31/2018 2:31,1/31/2018,-1.257231,36.854189,1,0,0,0,0
586,1/31/2018 2:48,1/31/2018,-1.325757,36.848764,1,0,0,0,0
591,1/31/2018 15:36,1/31/2018,-1.325757,36.848764,1,0,0,0,0
593,2/1/2018 0:30,2/1/2018,-1.46046,36.9634415,1,0,0,0,0
594,2/1/2018 2:11,2/1/2018,-1.244757,36.66512,1,0,0,0,0
595,2/1/2018 2:41,2/1/2018,-1.262078,36.867213,1,0,0,0,0
596,2/1/2018 2:46,2/1/2018,-1.227806,36.66455,1,1,0,0,0
597,2/1/2018 5:06,2/1/2018,-1.2166955,36.89436,1,0,0,0,0
600,2/1/2018 12:58,2/1/2018,-1.508368,37.095059,1,0,0,0,0
601,2/1/2018 13:33,2/1/2018,-1.329589,36.855695,1,0,0,1,0
603,2/2/2018 1:28,2/2/2018,-1.260772,36.842033,1,0,0,0,0
607,2/2/2018 16:11,2/2/2018,-1.274695,36.89319,1,0,0,0,0
608,2/3/2018 1:43,2/3/2018,-1.262387,36.866364,1,0,0,0,0
609,2/3/2018 3:24,2/3/2018,-1.364536,36.91145,1,0,0,0,0
610,2/3/2018 6:47,2/3/2018,-1.326462,36.84625,1,0,0,0,0
613,2/3/2018 13:38,2/3/2018,-1.042106,37.063768,1,0,0,0,0
614,2/3/2018 14:18,2/3/2018,-1.231297,36.87849,1,0,0,1,0
617,2/3/2018 19:15,2/3/2018,-1.186635,36.838973,1,0,0,0,0
618,2/4/2018 8:16,2/4/2018,-1.272767,36.8973565,1,0,0,0,0
619,2/4/2018 9:23,2/4/2018,-0.77922,37.267632,1,0,0,0,0
620,2/4/2018 14:57,2/4/2018,-1.33142,36.887993,1,0,0,0,0
621,2/4/2018 18:24,2/4/2018,-1.314877,36.8944905,1,0,0,0,0
623,2/5/2018 2:10,2/5/2018,-1.26022,36.77105,1,0,0,0,0
626,2/5/2018 2:34,2/5/2018,-1.271563,36.8089345,1,0,0,0,0
629,2/5/2018 6:22,2/5/2018,-1.275596,36.8228795,1,0,0,0,0
630,2/5/2018 11:38,2/5/2018,-1.267363,36.8316425,1,0,0,0,0
631,2/5/2018 14:48,2/5/2018,-1.2748234,36.82367725,1,0,0,0,0
632,2/6/2018 1:58,2/6/2018,-1.257958,36.701408,1,0,0,0,0
633,2/6/2018 2:35,2/6/2018,-1.2976725,36.871795,1,0,0,0,0
635,2/6/2018 5:24,2/6/2018,-1.271707,36.828097,1,0,0,0,0
636,2/6/2018 13:09,2/6/2018,-1.337854,36.7734175,1,0,0,0,0
638,2/7/2018 1:56,2/7/2018,-1.2339945,36.873413,1,0,0,0,0
639,2/7/2018 3:31,2/7/2018,-1.299985,36.7802295,1,0,0,0,0
641,2/7/2018 10:52,2/7/2018,-1.532582,37.131752,1,0,0,0,0
643,2/7/2018 12:23,2/7/2018,-1.334977,36.8932985,1,0,0,0,0
644,2/7/2018 14:29,2/7/2018,-1.3239135,36.844795,1,0,0,0,0
645,2/8/2018 1:22,2/8/2018,-1.2390135,36.81165,1,0,0,0,0
650,2/8/2018 6:44,2/8/2018,-1.311362,36.816861,1,0,0,0,0
651,2/9/2018 2:39,2/9/2018,-1.23357,36.874629,1,0,0,0,0
653,2/10/2018 10:04,2/10/2018,-1.231549,36.878372,1,0,0,0,0
655,2/11/2018 12:59,2/11/2018,-1.2984395,36.762359,1,0,0,0,0
656,2/11/2018 15:22,2/11/2018,-0.993209,36.600461,1,0,0,0,0
657,2/12/2018 1:46,2/12/2018,-1.218223,36.80168,1,0,0,0,1
658,2/12/2018 9:32,2/12/2018,-1.332482,36.782304,1,0,0,0,0
659,2/12/2018 9:55,2/12/2018,-1.35951,36.907839,1,0,0,0,0
660,2/13/2018 2:03,2/13/2018,-1.266313,36.82328,1,0,0,0,0
661,2/13/2018 2:59,2/13/2018,-1.264347,36.72063,1,0,0,0,1
667,2/13/2018 16:22,2/13/2018,-1.297129,36.875198,1,0,0,0,0
668,2/14/2018 2:48,2/14/2018,-1.325891,36.848572,1,0,0,0,0
670,2/14/2018 8:40,2/14/2018,-1.2857865,36.8345655,1,0,0,0,0
672,2/14/2018 11:04,2/14/2018,-1.29648,36.8772945,1,1,0,0,1
673,2/14/2018 11:55,2/14/2018,0.419605,35.31669,1,0,0,0,0
674,2/14/2018 13:25,2/14/2018,-1.255649,36.856198,1,0,0,0,0
683,2/15/2018 2:59,2/15/2018,-1.288716,36.828405,1,0,0,1,0
685,2/15/2018 4:03,2/15/2018,-1.29247,36.821336,1,0,0,0,0
686,2/15/2018 11:53,2/15/2018,-1.244263,36.86747,1,0,0,0,0
688,2/15/2018 14:55,2/15/2018,-1.332492,36.782315,1,0,0,0,0
689,2/15/2018 23:01,2/15/2018,-1.287222,36.836802,1,0,0,0,0
690,2/16/2018 0:47,2/16/2018,-1.319174,36.789482,1,0,0,0,0
695,2/16/2018 4:53,2/16/2018,-1.314524,36.80798,1,0,0,1,0
696,2/16/2018 11:14,2/16/2018,-1.316221,36.895251,1,0,0,0,0
697,2/16/2018 11:50,2/16/2018,-1.29748,36.885739,1,0,0,0,0
698,2/16/2018 12:09,2/16/2018,-0.69461,36.421735,1,0,0,0,0
699,2/16/2018 12:45,2/16/2018,-1.29769,36.871121,1,0,0,1,0
700,2/16/2018 13:28,2/16/2018,-0.474548,36.291595,1,0,0,0,0
701,2/17/2018 0:02,2/17/2018,-0.557097,37.363731,1,0,0,0,0
703,2/17/2018 5:45,2/17/2018,-1.241112,36.813394,1,0,0,1,0
704,2/17/2018 6:14,2/17/2018,-1.25014,36.820939,1,0,0,0,0
711,2/17/2018 14:59,2/17/2018,-1.285867,36.818659,1,0,0,0,0
712,2/17/2018 19:33,2/17/2018,-1.3296904,36.8709943,1,0,0,0,0
714,2/18/2018 1:56,2/18/2018,-1.31435665,36.8079547,1,0,0,0,0
715,2/18/2018 3:35,2/18/2018,-1.29037,36.745591,1,0,0,0,0
718,2/18/2018 14:38,2/18/2018,-1.259459,36.844829,1,0,0,0,0
719,2/19/2018 2:52,2/19/2018,-1.289888,36.818931,1,0,0,0,0
722,2/19/2018 12:05,2/19/2018,-1.260275,36.77083,1,0,0,0,0
723,2/19/2018 12:42,2/19/2018,-1.259588,36.785738,1,0,0,0,0
724,2/19/2018 13:21,2/19/2018,-1.259562,36.775694,1,1,0,0,0
725,2/19/2018 18:11,2/19/2018,-1.305956,36.842107,1,1,0,0,0
726,2/20/2018 1:15,2/20/2018,-1.259459,36.844829,1,0,0,0,0
727,2/20/2018 1:18,2/20/2018,-1.266714,36.834694,1,0,0,0,0
729,2/20/2018 2:13,2/20/2018,-1.304699,36.826291,1,0,0,1,0
730,2/20/2018 2:37,2/20/2018,-1.271275,36.80748625,1,0,0,0,0
732,2/20/2018 3:20,2/20/2018,-1.011108,37.075087,1,0,0,0,0
733,2/20/2018 4:23,2/20/2018,-1.328693,36.788979,1,0,0,1,0
734,2/20/2018 7:09,2/20/2018,-1.024195,37.066605,1,1,0,0,0
735,2/20/2018 11:18,2/20/2018,-1.298795,36.76884,1,0,0,0,0
736,2/20/2018 14:37,2/20/2018,-1.299818,36.836788,1,0,1,1,0
737,2/20/2018 14:56,2/20/2018,-1.273275,36.822873,1,0,0,0,0
739,2/21/2018 1:51,2/21/2018,-1.264145,36.747227,1,0,0,0,0
740,2/21/2018 4:42,2/21/2018,-1.259024,36.778396,1,0,0,0,1
741,2/21/2018 6:28,2/21/2018,-1.260327,36.718453,1,0,0,0,0
742,2/21/2018 13:51,2/21/2018,-1.297111,36.875544,1,0,0,0,0
743,2/21/2018 15:19,2/21/2018,-0.919362,36.610998,1,0,0,1,0
744,2/21/2018 16:03,2/21/2018,-1.477261,36.958287,1,0,0,0,0
745,2/22/2018 1:36,2/22/2018,-1.283285,36.785561,1,0,0,0,0
749,2/22/2018 2:20,2/22/2018,-1.298715,36.760991,1,0,0,0,0
750,2/22/2018 2:38,2/22/2018,-1.327582,36.691253,1,0,0,0,0
