crash_id,crash_datetime,crash_date,hour,month,year,day_of_week,latitude,longitude,severity,contains_fatality_words,contains_pedestrian_words,contains_motorcycle_words,contains_matatu_words,road_user_type,n_crash_reports
466,2018-01-09 05:42:00,2018-01-09,5,1,2018,Tuesday,-1.03133,37.879974,Non-Fatal,0,0,0,0,Other,1
467,2018-01-09 18:00:00,2018-01-09,18,1,2018,Tuesday,-0.059345,36.528222,Non-Fatal,0,0,0,0,Other,1
468,2018-01-10 05:52:00,2018-01-10,5,1,2018,Wednesday,-1.271724,36.80824,Non-Fatal,0,0,1,0,Motorcycle,1
469,2018-01-10 07:04:00,2018-01-10,7,1,2018,Wednesday,-1.364719,36.911405,Non-Fatal,0,0,0,0,Other,1
470,2018-01-10 10:47:00,2018-01-10,10,1,2018,Wednesday,-1.244263,36.86747,Non-Fatal,0,0,0,0,Other,1
471,2018-01-10 10:59:00,2018-01-10,10,1,2018,Wednesday,-1.290043,36.776939,Non-Fatal,0,0,0,0,Other,1
472,2018-01-11 03:06:00,2018-01-11,3,1,2018,Thursday,-1.331725,36.888135,Non-Fatal,0,0,0,0,Other,1
473,2018-01-11 08:34:00,2018-01-11,8,1,2018,Thursday,-1.231202,36.877496,Non-Fatal,0,0,0,0,Other,1
474,2018-01-11 08:46:00,2018-01-11,8,1,2018,Thursday,-1.23536,36.872436,Non-Fatal,0,0,0,0,Other,1
475,2018-01-11 08:47:00,2018-01-11,8,1,2018,Thursday,0.127406,34.569727,Non-Fatal,0,0,0,0,Other,1
476,2018-01-11 11:17:00,2018-01-11,11,1,2018,Thursday,-1.244991,36.86694635,Non-Fatal,0,0,0,0,Other,1
477,2018-01-11 14:51:00,2018-01-11,14,1,2018,Thursday,-1.258519,36.846951,Non-Fatal,0,0,0,0,Other,1
478,2018-01-12 01:34:00,2018-01-12,1,1,2018,Friday,-1.258916,36.778375,Non-Fatal,0,0,0,0,Other,1
479,2018-01-12 02:44:00,2018-01-12,2,1,2018,Friday,-1.244991,36.86694635,Non-Fatal,0,0,1,0,Motorcycle,1
480,2018-01-12 03:23:00,2018-01-12,3,1,2018,Friday,-1.24529,36.769748,Non-Fatal,0,0,1,0,Motorcycle,1
481,2018-01-12 06:14:00,2018-01-12,6,1,2018,Friday,-1.2748234,36.82367725,Non-Fatal,0,0,0,0,Other,1
482,2018-01-12 11:58:00,2018-01-12,11,1,2018,Friday,-1.235069,36.671845,Non-Fatal,0,0,0,0,Other,1
483,2018-01-12 12:01:00,2018-01-12,12,1,2018,Friday,-1.2568653,36.85500857,Non-Fatal,0,0,0,0,Other,1
484,2018-01-12 18:39:00,2018-01-12,18,1,2018,Friday,-1.329589,36.855695,Non-Fatal,0,0,0,0,Other,1
485,2018-01-13 04:36:00,2018-01-13,4,1,2018,Saturday,-1.292773,36.804511,Non-Fatal,0,0,0,0,Other,1
486,2018-01-13 06:59:00,2018-01-13,6,1,2018,Saturday,-1.759493,37.204891,Non-Fatal,0,0,0,0,Other,1
487,2018-01-13 07:41:00,2018-01-13,7,1,2018,Saturday,-1.269751,36.817475,Non-Fatal,0,0,1,0,Motorcycle,1
488,2018-01-13 16:34:00,2018-01-13,16,1,2018,Saturday,-1.540766,36.940886,Non-Fatal,0,0,0,0,Other,1
489,2018-01-13 18:15:00,2018-01-13,18,1,2018,Saturday,-1.262468,36.878737,Non-Fatal,0,0,0,0,Other,1
490,2018-01-14 03:25:00,2018-01-14,3,1,2018,Sunday,-1.318755,36.836883,Non-Fatal,0,0,0,0,Other,1
491,2018-01-14 11:32:00,2018-01-14,11,1,2018,Sunday,-1.227806,36.66455,Non-Fatal,0,0,0,0,Other,1
492,2018-01-14 15:05:00,2018-01-14,15,1,2018,Sunday,-1.226783,36.883476,Non-Fatal,0,0,0,0,Other,1
493,2018-01-14 19:07:00,2018-01-14,19,1,2018,Sunday,-1.322959,36.802706,Non-Fatal,0,0,0,0,Other,1
494,2018-01-15 05:29:00,2018-01-15,5,1,2018,Monday,-1.247801,36.864067,Non-Fatal,0,0,0,0,Other,1
495,2018-01-15 13:35:00,2018-01-15,13,1,2018,Monday,-1.299117,36.762598,Non-Fatal,0,0,0,0,Other,1
496,2018-01-15 14:05:00,2018-01-15,14,1,2018,Monday,-1.304699,36.826291,Non-Fatal,0,0,0,1,Matatu,1
497,2018-01-15 15:37:00,2018-01-15,15,1,2018,Monday,-1.149233,36.962258,Non-Fatal,0,0,0,0,Other,1
498,2018-01-17 00:09:00,2018-01-17,0,1,2018,Wednesday,-1.28119,36.816206,Non-Fatal,0,0,0,0,Other,1
499,2018-01-17 01:35:00,2018-01-17,1,1,2018,Wednesday,-1.297072,36.875667,Non-Fatal,0,0,0,1,Matatu,1
500,2018-01-17 01:48:00,2018-01-17,1,1,2018,Wednesday,-1.345364,36.9024745,Non-Fatal,0,0,0,0,Other,1
501,2018-01-17 03:56:00,2018-01-17,3,1,2018,Wednesday,-1.319396,36.838183,Non-Fatal,0,0,1,0,Motorcycle,1
502,2018-01-17 05:04:00,2018-01-17,5,1,2018,Wednesday,-1.2520115,36.859948,Non-Fatal,0,0,0,0,Other,1
503,2018-01-17 05:24:00,2018-01-17,5,1,2018,Wednesday,-1.208293,36.797669,Non-Fatal,0,0,0,0,Other,1
504,2018-01-17 15:33:00,2018-01-17,15,1,2018,Wednesday,-1.330498267,36.86528483,Non-Fatal,0,0,0,0,Other,1
505,2018-01-18 01:31:00,2018-01-18,1,1,2018,Thursday,-1.314103,36.811811,Non-Fatal,0,1,0,0,Pedestrian,1
506,2018-01-18 01:53:00,2018-01-18,1,1,2018,Thursday,-1.345364,36.9024745,Non-Fatal,0,0,0,0,Other,1
507,2018-01-18 03:02:00,2018-01-18,3,1,2018,Thursday,-1.244355,36.763237,Non-Fatal,0,0,0,0,Other,1
508,2018-01-18 06:15:00,2018-01-18,6,1,2018,Thursday,-1.23083,36.803733,Non-Fatal,0,0,0,1,Matatu,1
509,2018-01-18 13:18:00,2018-01-18,13,1,2018,Thursday,-1.2568653,36.85500857,Non-Fatal,0,0,0,0,Other,1
510,2018-01-19 01:01:00,2018-01-19,1,1,2018,Friday,-1.330498267,36.86528483,Non-Fatal,0,0,0,0,Other,1
511,2018-01-19 02:00:00,2018-01-19,2,1,2018,Friday,-1.275943,36.794446,Non-Fatal,0,0,0,0,Other,1
512,2018-01-19 03:29:00,2018-01-19,3,1,2018,Friday,-1.195805,36.83829,Non-Fatal,0,0,0,0,Other,1
513,2018-01-19 04:30:00,2018-01-19,4,1,2018,Friday,-1.146884,36.963056,Non-Fatal,0,0,0,0,Other,1
514,2018-01-19 09:40:00,2018-01-19,9,1,2018,Friday,-1.243518,36.792308,Non-Fatal,0,0,0,0,Other,1
515,2018-01-19 14:48:00,2018-01-19,14,1,2018,Friday,-1.275559,36.823098,Fatal,1,0,0,0,Other,1
516,2018-01-20 02:59:00,2018-01-20,2,1,2018,Saturday,-1.329883,36.870701,Non-Fatal,0,0,0,0,Other,1
517,2018-01-20 07:33:00,2018-01-20,7,1,2018,Saturday,-1.289982,36.77015,Non-Fatal,0,0,0,1,Matatu,1
518,2018-01-20 15:25:00,2018-01-20,15,1,2018,Saturday,-1.312662,36.815829,Non-Fatal,0,0,0,0,Other,1
519,2018-01-21 01:31:00,2018-01-21,1,1,2018,Sunday,-1.19333,36.83991,Non-Fatal,0,0,0,0,Other,1
520,2018-01-21 06:33:00,2018-01-21,6,1,2018,Sunday,-1.238261,36.791692,Non-Fatal,0,0,0,0,Other,1
521,2018-01-21 06:54:00,2018-01-21,6,1,2018,Sunday,-0.993281,36.600642,Non-Fatal,0,0,0,0,Other,1
522,2018-01-21 10:31:00,2018-01-21,10,1,2018,Sunday,-1.298312,36.800746,Non-Fatal,0,0,0,0,Other,1
523,2018-01-22 01:31:00,2018-01-22,1,1,2018,Monday,-1.260772,36.842033,Non-Fatal,0,0,0,0,Other,1
524,2018-01-22 02:48:00,2018-01-22,2,1,2018,Monday,-1.274509,36.81225,Non-Fatal,0,0,0,0,Other,1
525,2018-01-22 03:03:00,2018-01-22,3,1,2018,Monday,-1.297704,36.815106,Non-Fatal,0,0,0,0,Other,1
526,2018-01-22 07:43:00,2018-01-22,7,1,2018,Monday,-1.296581,36.862069,Non-Fatal,0,0,0,1,Matatu,1
527,2018-01-22 09:55:00,2018-01-22,9,1,2018,Monday,-0.17224,34.919915,Non-Fatal,0,0,0,0,Other,1
528,2018-01-22 13:03:00,2018-01-22,13,1,2018,Monday,-1.287208,36.836845,Non-Fatal,0,0,0,0,Other,1
529,2018-01-23 02:48:00,2018-01-23,2,1,2018,Tuesday,-1.244926,36.866824,Non-Fatal,0,0,0,0,Other,1
530,2018-01-23 03:09:00,2018-01-23,3,1,2018,Tuesday,-1.319398,36.907067,Non-Fatal,0,0,1,0,Motorcycle,1
531,2018-01-23 03:45:00,2018-01-23,3,1,2018,Tuesday,-1.024282,37.066765,Non-Fatal,0,0,0,0,Other,1
532,2018-01-23 12:44:00,2018-01-23,12,1,2018,Tuesday,-1.287221,36.836724,Non-Fatal,0,0,0,1,Matatu,1
533,2018-01-23 20:30:00,2018-01-23,20,1,2018,Tuesday,-0.108477,34.770007,Fatal,1,0,0,0,Other,1
534,2018-01-24 01:44:00,2018-01-24,1,1,2018,Wednesday,-1.250179253,36.78524739,Non-Fatal,0,0,0,0,Other,1
535,2018-01-24 02:36:00,2018-01-24,2,1,2018,Wednesday,-1.177642,36.94145,Non-Fatal,0,0,0,0,Other,1
536,2018-01-24 03:33:00,2018-01-24,3,1,2018,Wednesday,-1.247105,36.664765,Non-Fatal,0,0,0,0,Other,1
537,2018-01-24 16:06:00,2018-01-24,16,1,2018,Wednesday,-1.2567115,36.8788075,Fatal,1,0,0,0,Other,1
538,2018-01-24 16:16:00,2018-01-24,16,1,2018,Wednesday,-1.330498267,36.86528483,Non-Fatal,0,0,0,0,Other,1
539,2018-01-25 01:29:00,2018-01-25,1,1,2018,Thursday,-1.303779,36.825997,Non-Fatal,0,0,0,1,Matatu,1
540,2018-01-25 02:43:00,2018-01-25,2,1,2018,Thursday,-1.261628,36.725739,Non-Fatal,0,0,0,0,Other,1
541,2018-01-25 09:43:00,2018-01-25,9,1,2018,Thursday,-1.230962,36.877893,Non-Fatal,0,0,0,0,Other,1
542,2018-01-25 10:09:00,2018-01-25,10,1,2018,Thursday,-1.244991,36.86694635,Non-Fatal,0,0,0,0,Other,1
543,2018-01-25 11:36:00,2018-01-25,11,1,2018,Thursday,-1.325526,36.794473,Non-Fatal,0,0,0,0,Other,1
546,2018-01-25 13:18:00,2018-01-25,13,1,2018,Thursday,-1.229704,36.804086,Non-Fatal,0,0,0,0,Other,1
548,2018-01-25 13:22:00,2018-01-25,13,1,2018,Thursday,-1.2063872,36.7826582,Non-Fatal,0,0,0,0,Other,1
549,2018-01-26 01:30:00,2018-01-26,1,1,2018,Friday,-1.33125,36.860951,Non-Fatal,0,0,0,0,Other,1
550,2018-01-26 02:43:00,2018-01-26,2,1,2018,Friday,-1.364553,36.911256,Non-Fatal,0,0,0,0,Other,1
553,2018-01-26 04:16:00,2018-01-26,4,1,2018,Friday,-1.333195,36.716208,Non-Fatal,0,0,0,0,Other,1
554,2018-01-26 06:52:00,2018-01-26,6,1,2018,Friday,-1.205178,36.915715,Non-Fatal,0,0,0,0,Other,1
555,2018-01-26 08:54:00,2018-01-26,8,1,2018,Friday,-1.29009,36.828015,Non-Fatal,0,0,0,1,Matatu,1
556,2018-01-26 09:11:00,2018-01-26,9,1,2018,Friday,-1.185698,36.906691,Non-Fatal,0,0,0,0,Other,1
557,2018-01-26 09:25:00,2018-01-26,9,1,2018,Friday,-4.006696,39.580571,Non-Fatal,0,0,0,0,Other,1
559,2018-01-27 01:48:00,2018-01-27,1,1,2018,Saturday,-1.244991,36.86694635,Non-Fatal,0,0,0,1,Matatu,1
560,2018-01-27 03:44:00,2018-01-27,3,1,2018,Saturday,-1.329589,36.855695,Non-Fatal,0,0,0,1,Matatu,1
561,2018-01-27 07:32:00,2018-01-27,7,1,2018,Saturday,-1.331725,36.888135,Non-Fatal,0,0,0,0,Other,1
563,2018-01-27 15:50:00,2018-01-27,15,1,2018,Saturday,-1.334757,36.778351,Non-Fatal,0,0,0,0,Other,1
564,2018-01-27 21:28:00,2018-01-27,21,1,2018,Saturday,-1.260858,36.713524,Non-Fatal,0,0,0,0,Other,1
565,2018-01-28 08:16:00,2018-01-28,8,1,2018,Sunday,-1.204107,36.916781,Fatal,1,0,0,0,Other,1
567,2018-01-29 01:25:00,2018-01-29,1,1,2018,Monday,-1.30022,36.768128,Non-Fatal,0,0,0,0,Other,1
569,2018-01-29 01:51:00,2018-01-29,1,1,2018,Monday,-1.249218,36.862657,Non-Fatal,0,0,0,0,Other,1
571,2018-01-29 04:03:00,2018-01-29,4,1,2018,Monday,-1.249843,36.821157,Non-Fatal,0,0,0,0,Other,1
572,2018-01-29 11:00:00,2018-01-29,11,1,2018,Monday,-1.269787,36.817481,Non-Fatal,0,0,0,0,Other,1
573,2018-01-29 13:25:00,2018-01-29,13,1,2018,Monday,-1.266714,36.834694,Non-Fatal,0,0,0,0,Other,1
574,2018-01-29 15:27:00,2018-01-29,15,1,2018,Monday,-1.25946,36.77551,Non-Fatal,0,0,0,0,Other,1
575,2018-01-29 15:30:00,2018-01-29,15,1,2018,Monday,-1.307088,36.819724,Non-Fatal,0,0,0,0,Other,1
576,2018-01-30 01:24:00,2018-01-30,1,1,2018,Tuesday,-1.266401,36.83449,Non-Fatal,0,0,0,0,Other,1
577,2018-01-30 01:51:00,2018-01-30,1,1,2018,Tuesday,-1.326338,36.845565,Non-Fatal,0,0,0,0,Other,1
584,2018-01-30 11:31:00,2018-01-30,11,1,2018,Tuesday,-1.172072333,36.94727033,Non-Fatal,0,0,0,0,Other,1
585,2018-01-31 02:31:00,2018-01-31,2,1,2018,Wednesday,-1.257231,36.854189,Non-Fatal,0,0,0,0,Other,1
586,2018-01-31 02:48:00,2018-01-31,2,1,2018,Wednesday,-1.325757,36.848764,Non-Fatal,0,0,0,0,Other,1
591,2018-01-31 15:36:00,2018-01-31,15,1,2018,Wednesday,-1.325757,36.848764,Non-Fatal,0,0,0,0,Other,1
593,2018-02-01 00:30:00,2018-02-01,0,2,2018,Thursday,-1.46046,36.9634415,Non-Fatal,0,0,0,0,Other,1
594,2018-02-01 02:11:00,2018-02-01,2,2,2018,Thursday,-1.244757,36.66512,Non-Fatal,0,0,0,0,Other,1
595,2018-02-01 02:41:00,2018-02-01,2,2,2018,Thursday,-1.262078,36.867213,Non-Fatal,0,0,0,0,Other,1
596,2018-02-01 02:46:00,2018-02-01,2,2,2018,Thursday,-1.227806,36.66455,Fatal,1,0,0,0,Other,1
597,2018-02-01 05:06:00,2018-02-01,5,2,2018,Thursday,-1.2166955,36.89436,Non-Fatal,0,0,0,0,Other,1
600,2018-02-01 12:58:00,2018-02-01,12,2,2018,Thursday,-1.508368,37.095059,Non-Fatal,0,0,0,0,Other,1
601,2018-02-01 13:33:00,2018-02-01,13,2,2018,Thursday,-1.329589,36.855695,Non-Fatal,0,0,0,1,Matatu,1
603,2018-02-02 01:28:00,2018-02-02,1,2,2018,Friday,-1.260772,36.842033,Non-Fatal,0,0,0,0,Other,1
607,2018-02-02 16:11:00,2018-02-02,16,2,2018,Friday,-1.274695,36.89319,Non-Fatal,0,0,0,0,Other,1
608,2018-02-03 01:43:00,2018-02-03,1,2,2018,Saturday,-1.262387,36.866364,Non-Fatal,0,0,0,0,Other,1
609,2018-02-03 03:24:00,2018-02-03,3,2,2018,Saturday,-1.364536,36.91145,Non-Fatal,0,0,0,0,Other,1
610,2018-02-03 06:47:00,2018-02-03,6,2,2018,Saturday,-1.326462,36.84625,Non-Fatal,0,0,0,0,Other,1
613,2018-02-03 13:38:00,2018-02-03,13,2,2018,Saturday,-1.042106,37.063768,Non-Fatal,0,0,0,0,Other,1
614,2018-02-03 14:18:00,2018-02-03,14,2,2018,Saturday,-1.231297,36.87849,Non-Fatal,0,0,0,1,Matatu,1
617,2018-02-03 19:15:00,2018-02-03,19,2,2018,Saturday,-1.186635,36.838973,Non-Fatal,0,0,0,0,Other,1
618,2018-02-04 08:16:00,2018-02-04,8,2,2018,Sunday,-1.272767,36.8973565,Non-Fatal,0,0,0,0,Other,1
619,2018-02-04 09:23:00,2018-02-04,9,2,2018,Sunday,-0.77922,37.267632,Non-Fatal,0,0,0,0,Other,1
620,2018-02-04 14:57:00,2018-02-04,14,2,2018,Sunday,-1.33142,36.887993,Non-Fatal,0,0,0,0,Other,1
621,2018-02-04 18:24:00,2018-02-04,18,2,2018,Sunday,-1.314877,36.8944905,Non-Fatal,0,0,0,0,Other,1
623,2018-02-05 02:10:00,2018-02-05,2,2,2018,Monday,-1.26022,36.77105,Non-Fatal,0,0,0,0,Other,1
626,2018-02-05 02:34:00,2018-02-05,2,2,2018,Monday,-1.271563,36.8089345,Non-Fatal,0,0,0,0,Other,1
629,2018-02-05 06:22:00,2018-02-05,6,2,2018,Monday,-1.275596,36.8228795,Non-Fatal,0,0,0,0,Other,1
630,2018-02-05 11:38:00,2018-02-05,11,2,2018,Monday,-1.267363,36.8316425,Non-Fatal,0,0,0,0,Other,1
631,2018-02-05 14:48:00,2018-02-05,14,2,2018,Monday,-1.2748234,36.82367725,Non-Fatal,0,0,0,0,Other,1
632,2018-02-06 01:58:00,2018-02-06,1,2,2018,Tuesday,-1.257958,36.701408,Non-Fatal,0,0,0,0,Other,1
633,2018-02-06 02:35:00,2018-02-06,2,2,2018,Tuesday,-1.2976725,36.871795,Non-Fatal,0,0,0,0,Other,1
635,2018-02-06 05:24:00,2018-02-06,5,2,2018,Tuesday,-1.271707,36.828097,Non-Fatal,0,0,0,0,Other,1
636,2018-02-06 13:09:00,2018-02-06,13,2,2018,Tuesday,-1.337854,36.7734175,Non-Fatal,0,0,0,0,Other,1
638,2018-02-07 01:56:00,2018-02-07,1,2,2018,Wednesday,-1.2339945,36.873413,Non-Fatal,0,0,0,0,Other,1
639,2018-02-07 03:31:00,2018-02-07,3,2,2018,Wednesday,-1.299985,36.7802295,Non-Fatal,0,0,0,0,Other,1
641,2018-02-07 10:52:00,2018-02-07,10,2,2018,Wednesday,-1.532582,37.131752,Non-Fatal,0,0,0,0,Other,1
643,2018-02-07 12:23:00,2018-02-07,12,2,2018,Wednesday,-1.334977,36.8932985,Non-Fatal,0,0,0,0,Other,1
644,2018-02-07 14:29:00,2018-02-07,14,2,2018,Wednesday,-1.3239135,36.844795,Non-Fatal,0,0,0,0,Other,1
645,2018-02-08 01:22:00,2018-02-08,1,2,2018,Thursday,-1.2390135,36.81165,Non-Fatal,0,0,0,0,Other,1
650,2018-02-08 06:44:00,2018-02-08,6,2,2018,Thursday,-1.311362,36.816861,Non-Fatal,0,0,0,0,Other,1
651,2018-02-09 02:39:00,2018-02-09,2,2,2018,Friday,-1.23357,36.874629,Non-Fatal,0,0,0,0,Other,1
653,2018-02-10 10:04:00,2018-02-10,10,2,2018,Saturday,-1.231549,36.878372,Non-Fatal,0,0,0,0,Other,1
655,2018-02-11 12:59:00,2018-02-11,12,2,2018,Sunday,-1.2984395,36.762359,Non-Fatal,0,0,0,0,Other,1
656,2018-02-11 15:22:00,2018-02-11,15,2,2018,Sunday,-0.993209,36.600461,Non-Fatal,0,0,0,0,Other,1
657,2018-02-12 01:46:00,2018-02-12,1,2,2018,Monday,-1.218223,36.80168,Non-Fatal,0,0,1,0,Motorcycle,1
658,2018-02-12 09:32:00,2018-02-12,9,2,2018,Monday,-1.332482,36.782304,Non-Fatal,0,0,0,0,Other,1
659,2018-02-12 09:55:00,2018-02-12,9,2,2018,Monday,-1.35951,36.907839,Non-Fatal,0,0,0,0,Other,1
660,2018-02-13 02:03:00,2018-02-13,2,2,2018,Tuesday,-1.266313,36.82328,Non-Fatal,0,0,0,0,Other,1
661,2018-02-13 02:59:00,2018-02-13,2,2,2018,Tuesday,-1.264347,36.72063,Non-Fatal,0,0,1,0,Motorcycle,1
667,2018-02-13 16:22:00,2018-02-13,16,2,2018,Tuesday,-1.297129,36.875198,Non-Fatal,0,0,0,0,Other,1
668,2018-02-14 02:48:00,2018-02-14,2,2,2018,Wednesday,-1.325891,36.848572,Non-Fatal,0,0,0,0,Other,1
670,2018-02-14 08:40:00,2018-02-14,8,2,2018,Wednesday,-1.2857865,36.8345655,Non-Fatal,0,0,0,0,Other,1
672,2018-02-14 11:04:00,2018-02-14,11,2,2018,Wednesday,-1.29648,36.8772945,Fatal,1,0,1,0,Motorcycle,1
673,2018-02-14 11:55:00,2018-02-14,11,2,2018,Wednesday,0.419605,35.31669,Non-Fatal,0,0,0,0,Other,1
674,2018-02-14 13:25:00,2018-02-14,13,2,2018,Wednesday,-1.255649,36.856198,Non-Fatal,0,0,0,0,Other,1
683,2018-02-15 02:59:00,2018-02-15,2,2,2018,Thursday,-1.288716,36.828405,Non-Fatal,0,0,0,1,Matatu,1
685,2018-02-15 04:03:00,2018-02-15,4,2,2018,Thursday,-1.29247,36.821336,Non-Fatal,0,0,0,0,Other,1
686,2018-02-15 11:53:00,2018-02-15,11,2,2018,Thursday,-1.244263,36.86747,Non-Fatal,0,0,0,0,Other,1
688,2018-02-15 14:55:00,2018-02-15,14,2,2018,Thursday,-1.332492,36.782315,Non-Fatal,0,0,0,0,Other,1
689,2018-02-15 23:01:00,2018-02-15,23,2,2018,Thursday,-1.287222,36.836802,Non-Fatal,0,0,0,0,Other,1
690,2018-02-16 00:47:00,2018-02-16,0,2,2018,Friday,-1.319174,36.789482,Non-Fatal,0,0,0,0,Other,1
695,2018-02-16 04:53:00,2018-02-16,4,2,2018,Friday,-1.314524,36.80798,Non-Fatal,0,0,0,1,Matatu,1
696,2018-02-16 11:14:00,2018-02-16,11,2,2018,Friday,-1.316221,36.895251,Non-Fatal,0,0,0,0,Other,1
697,2018-02-16 11:50:00,2018-02-16,11,2,2018,Friday,-1.29748,36.885739,Non-Fatal,0,0,0,0,Other,1
698,2018-02-16 12:09:00,2018-02-16,12,2,2018,Friday,-0.69461,36.421735,Non-Fatal,0,0,0,0,Other,1
699,2018-02-16 12:45:00,2018-02-16,12,2,2018,Friday,-1.29769,36.871121,Non-Fatal,0,0,0,1,Matatu,1
700,2018-02-16 13:28:00,2018-02-16,13,2,2018,Friday,-0.474548,36.291595,Non-Fatal,0,0,0,0,Other,1
701,2018-02-17 00:02:00,2018-02-17,0,2,2018,Saturday,-0.557097,37.363731,Non-Fatal,0,0,0,0,Other,1
703,2018-02-17 05:45:00,2018-02-17,5,2,2018,Saturday,-1.241112,36.813394,Non-Fatal,0,0,0,1,Matatu,1
704,2018-02-17 06:14:00,2018-02-17,6,2,2018,Saturday,-1.25014,36.820939,Non-Fatal,0,0,0,0,Other,1
711,2018-02-17 14:59:00,2018-02-17,14,2,2018,Saturday,-1.285867,36.818659,Non-Fatal,0,0,0,0,Other,1
712,2018-02-17 19:33:00,2018-02-17,19,2,2018,Saturday,-1.3296904,36.8709943,Non-Fatal,0,0,0,0,Other,1
714,2018-02-18 01:56:00,2018-02-18,1,2,2018,Sunday,-1.31435665,36.8079547,Non-Fatal,0,0,0,0,Other,1
715,2018-02-18 03:35:00,2018-02-18,3,2,2018,Sunday,-1.29037,36.745591,Non-Fatal,0,0,0,0,Other,1
718,2018-02-18 14:38:00,2018-02-18,14,2,2018,Sunday,-1.259459,36.844829,Non-Fatal,0,0,0,0,Other,1
719,2018-02-19 02:52:00,2018-02-19,2,2,2018,Monday,-1.289888,36.818931,Non-Fatal,0,0,0,0,Other,1
722,2018-02-19 12:05:00,2018-02-19,12,2,2018,Monday,-1.260275,36.77083,Non-Fatal,0,0,0,0,Other,1
723,2018-02-19 12:42:00,2018-02-19,12,2,2018,Monday,-1.259588,36.785738,Non-Fatal,0,0,0,0,Other,1
724,2018-02-19 13:21:00,2018-02-19,13,2,2018,Monday,-1.259562,36.775694,Fatal,1,0,0,0,Other,1
725,2018-02-19 18:11:00,2018-02-19,18,2,2018,Monday,-1.305956,36.842107,Fatal,1,0,0,0,Other,1
726,2018-02-20 01:15:00,2018-02-20,1,2,2018,Tuesday,-1.259459,36.844829,Non-Fatal,0,0,0,0,Other,1
727,2018-02-20 01:18:00,2018-02-20,1,2,2018,Tuesday,-1.266714,36.834694,Non-Fatal,0,0,0,0,Other,1
729,2018-02-20 02:13:00,2018-02-20,2,2,2018,Tuesday,-1.304699,36.826291,Non-Fatal,0,0,0,1,Matatu,1
730,2018-02-20 02:37:00,2018-02-20,2,2,2018,Tuesday,-1.271275,36.80748625,Non-Fatal,0,0,0,0,Other,1
732,2018-02-20 03:20:00,2018-02-20,3,2,2018,Tuesday,-1.011108,37.075087,Non-Fatal,0,0,0,0,Other,1
733,2018-02-20 04:23:00,2018-02-20,4,2,2018,Tuesday,-1.328693,36.788979,Non-Fatal,0,0,0,1,Matatu,1
734,2018-02-20 07:09:00,2018-02-20,7,2,2018,Tuesday,-1.024195,37.066605,Fatal,1,0,0,0,Other,1
735,2018-02-20 11:18:00,2018-02-20,11,2,2018,Tuesday,-1.298795,36.76884,Non-Fatal,0,0,0,0,Other,1
736,2018-02-20 14:37:00,2018-02-20,14,2,2018,Tuesday,-1.299818,36.836788,Non-Fatal,0,1,0,1,Pedestrian,1
737,2018-02-20 14:56:00,2018-02-20,14,2,2018,Tuesday,-1.273275,36.822873,Non-Fatal,0,0,0,0,Other,1
739,2018-02-21 01:51:00,2018-02-21,1,2,2018,Wednesday,-1.264145,36.747227,Non-Fatal,0,0,0,0,Other,1
740,2018-02-21 04:42:00,2018-02-21,4,2,2018,Wednesday,-1.259024,36.778396,Non-Fatal,0,0,1,0,Motorcycle,1
741,2018-02-21 06:28:00,2018-02-21,6,2,2018,Wednesday,-1.260327,36.718453,Non-Fatal,0,0,0,0,Other,1
742,2018-02-21 13:51:00,2018-02-21,13,2,2018,Wednesday,-1.297111,36.875544,Non-Fatal,0,0,0,0,Other,1
743,2018-02-21 15:19:00,2018-02-21,15,2,2018,Wednesday,-0.919362,36.610998,Non-Fatal,0,0,0,1,Matatu,1
744,2018-02-21 16:03:00,2018-02-21,16,2,2018,Wednesday,-1.477261,36.958287,Non-Fatal,0,0,0,0,Other,1
745,2018-02-22 01:36:00,2018-02-22,1,2,2018,Thursday,-1.283285,36.785561,Non-Fatal,0,0,0,0,Other,1
749,2018-02-22 02:20:00,2018-02-22,2,2,2018,Thursday,-1.298715,36.760991,Non-Fatal,0,0,0,0,Other,1
750,2018-02-22 02:38:00,2018-02-22,2,2,2018,Thursday,-1.327582,36.691253,Non-Fatal,0,0,0,0,Other,1
751,2018-02-22 02:49:00,2018-02-22,2,2,2018,Thursday,-1.216943,36.894419,Non-Fatal,0,0,0,0,Other,1
752,2018-02-22 11:19:00,2018-02-22,11,2,2018,Thursday,0.202573,35.097086,Non-Fatal,0,0,0,0,Other,1
753,2018-02-22 13:12:00,2018-02-22,13,2,2018,Thursday,-1.298009,36.802431,Non-Fatal,0,0,0,0,Other,1
756,2018-02-23 02:13:00,2018-02-23,2,2,2018,Friday,-1.265303,36.802556,Non-Fatal,0,0,0,0,Other,1
757,2018-02-23 03:27:00,2018-02-23,3,2,2018,Friday,-1.289111,36.827475,Non-Fatal,0,0,0,0,Other,1
758,2018-02-23 04:40:00,2018-02-23,4,2,2018,Friday,-1.262724,36.983443,Non-Fatal,0,0,0,0,Other,1
759,2018-02-23 09:14:00,2018-02-23,9,2,2018,Friday,-1.292623,36.779097,Non-Fatal,0,0,0,0,Other,1
760,2018-02-23 10:35:00,2018-02-23,10,2,2018,Friday,-1.259747,36.78845,Non-Fatal,0,0,0,0,Other,1
761,2018-02-23 12:28:00,2018-02-23,12,2,2018,Friday,-1.28663,36.835286,Non-Fatal,0,0,0,0,Other,1
